vote,response,sample,time,user,subject,sample_type,gold_standard
-LitvCan-yIBhlewNGgs,1,subject_002940_task-nback02_in_t1,3862,user_0029,subject_002940,task-nback02_in_t1,False
-LitvEIZNH2Ou4Aly1eI,1,gold_subject_000068_t1_in_tfMRI_MID1_copy2,6848,user_0029,subject_000068,t1_in_tfMRI_MID1,True
-LitvF6BTels27ZfkBO6,1,subject_000319_t1_in_task-rest01,3205,user_0029,subject_000319,t1_in_task-rest01,False
-LitvG_Pa-lRjihYDsBU,1,subject_000257_t1_in_task-SST02,5913,user_0029,subject_000257,t1_in_task-SST02,False
-LitvHLoMZ32OaiC29vH,1,subject_003156_t1_in_task-rest03,3057,user_0029,subject_003156,t1_in_task-rest03,False
-LitvIKIA-XCMJ-qGxWA,1,gold_subject_002188_rfMRI_REST1_in_t1_copy1,3900,user_0029,subject_002188,rfMRI_REST1_in_t1,True
-LitvK2gd1vDxs4vaahH,1,gold_subject_000112_t1_in_tfMRI_nBack2_copy1,6953,user_0029,subject_000112,t1_in_tfMRI_nBack2,True
-LitvL9ZNqwUh6seXh6f,1,gold_subject_000703_rfMRI_REST2_in_t1_copy1,4435,user_0029,subject_000703,rfMRI_REST2_in_t1,True
-LitvLxv0SGxJ0JGZoRF,1,subject_001897_t1_in_task-rest04,3186,user_0029,subject_001897,t1_in_task-rest04,False
-LitvN9n8qQuMvgb5bSp,1,subject_000513_task-rest03_in_t1,4801,user_0029,subject_000513,task-rest03_in_t1,False
-LitvO7Iu2-yv3q8sO8v,1,subject_000419_task-rest03_in_t1,3825,user_0029,subject_000419,task-rest03_in_t1,False
-LitvPNFBjFspkX2xBX-,1,subject_001517_task-rest01_in_t1,5004,user_0029,subject_001517,task-rest01_in_t1,False
-LitvRyJn4If1wiyAUlk,0,gold_subject_000801_t1_in_tfMRI_MID1_copy3,10525,user_0029,subject_000801,t1_in_tfMRI_MID1,True
-LitvSydZVCJuDwAdk3M,1,subject_001130_task-rest02_in_t1,4016,user_0029,subject_001130,task-rest02_in_t1,False
-LitvTpox-CeZXIXQrPp,1,gold_subject_001176_rfMRI_REST1_in_t1_copy2,3424,user_0029,subject_001176,rfMRI_REST1_in_t1,True
-LitvUa3yKbDeDLuGs6N,1,subject_002938_t1_in_task-SST02,2987,user_0029,subject_002938,t1_in_task-SST02,False
-LitvVcg1b4wlVPREeyx,1,gold_subject_001073_t1_in_rfMRI_REST2_copy1,4164,user_0029,subject_001073,t1_in_rfMRI_REST2,True
-LitvWT3oCeo3YSjCh8o,1,subject_003800_task-rest02_in_t1,3301,user_0029,subject_003800,task-rest02_in_t1,False
-LitvXHJmrEAEuL5YZX_,1,subject_000955_task-rest01_in_t1,3241,user_0029,subject_000955,task-rest01_in_t1,False
-LitvXzBAzwICL8xuGoL,1,subject_002321_t1_in_task-MID02,2774,user_0029,subject_002321,t1_in_task-MID02,False
-LitvYyDRKEjggxbtDMO,1,subject_002660_t1_in_task-rest02,3934,user_0029,subject_002660,t1_in_task-rest02,False
-LitvZo3KAx0b5el7r5d,1,subject_002096_task-rest02_in_t1,3344,user_0029,subject_002096,task-rest02_in_t1,False
-Litv_jJeJUoXDDa48SZ,1,subject_002432_t1_in_task-rest02,3693,user_0029,subject_002432,t1_in_task-rest02,False
-Litvf0Jx5i2A162f47y,1,subject_001717_t1_in_task-nback01,3181,user_0029,subject_001717,t1_in_task-nback01,False
-LitvfkJKjn2gQfEEga4,1,subject_000998_t1_in_task-MID02,2915,user_0029,subject_000998,t1_in_task-MID02,False
-LitvhPR8igkbXs8gzdG,1,gold_subject_000040_tfMRI_MID1_in_t1_copy3,6675,user_0029,subject_000040,tfMRI_MID1_in_t1,True
-Litvi5wMm04WPCyPLtc,1,subject_002013_task-SST02_in_t1,2742,user_0029,subject_002013,task-SST02_in_t1,False
-LitvjCvNBrVA9B5L6zx,0,subject_002625_t1_in_task-SST02,4441,user_0029,subject_002625,t1_in_task-SST02,False
-Litvk4pnIpNlgmi5mqD,1,subject_002467_task-rest01_in_t1,3473,user_0029,subject_002467,task-rest01_in_t1,False
-Litvl6iH49GV5Uvs3rP,1,subject_001590_t1_in_task-SST01,4114,user_0029,subject_001590,t1_in_task-SST01,False
-Litvlt33m_1t2knSavq,1,gold_subject_000550_tfMRI_MID2_in_t1_copy4,3043,user_0029,subject_000550,tfMRI_MID2_in_t1,True
-LitvmqJ9GGVCBwimfAu,1,subject_001101_task-SST02_in_t1,3806,user_0029,subject_001101,task-SST02_in_t1,False
-LitvoCKxqMEtYAk0eNW,1,subject_002309_task-SST01_in_t1,5450,user_0029,subject_002309,task-SST01_in_t1,False
-LitvpcB6azyX1ZEcd2O,1,subject_001991_t1_in_task-SST01,5714,user_0029,subject_001991,t1_in_task-SST01,False
-LitvqMJI5tmH5UJ1qzx,1,subject_001711_t1_in_task-MID01,2903,user_0029,subject_001711,t1_in_task-MID01,False
-LitvrQZJ1unShxoneu_,1,subject_000375_task-rest04_in_t1,4251,user_0029,subject_000375,task-rest04_in_t1,False
-LitvsDoo0NXP1-gD6Qz,1,gold_subject_002082_tfMRI_MID2_in_t1_copy2,3164,user_0029,subject_002082,tfMRI_MID2_in_t1,True
-LitvtWynojK8tV2dKwn,1,gold_subject_000992_rfMRI_REST4_in_t1_copy3,5204,user_0029,subject_000992,rfMRI_REST4_in_t1,True
-LitvugBx7XpmMytULgP,0,subject_001260_t1_in_task-SST02,4645,user_0029,subject_001260,t1_in_task-SST02,False
-LitvvbP0LaM_7JkudCb,1,subject_000988_task-rest02_in_t1,3686,user_0029,subject_000988,task-rest02_in_t1,False
-LitvwQhxvjjhTcrwL5W,1,subject_002568_t1_in_task-rest03,3244,user_0029,subject_002568,t1_in_task-rest03,False
-LitvxGZzAK_odPFyc9U,1,subject_001906_task-nback02_in_t1,3345,user_0029,subject_001906,task-nback02_in_t1,False
-LitvyFReK8v4AN7WBo_,1,subject_002750_task-MID02_in_t1,3920,user_0029,subject_002750,task-MID02_in_t1,False
-Litvz5_zOQ4SqanaIIv,1,gold_subject_000435_tfMRI_SST1_in_t1_copy2,3362,user_0029,subject_000435,tfMRI_SST1_in_t1,True
-Litw-HV9_HL4Oc1edVb,1,gold_subject_000050_t1_in_rfMRI_REST2_copy3,4745,user_0029,subject_000050,t1_in_rfMRI_REST2,True
-Litw05oV-cOMKqjACDI,1,subject_002232_t1_in_task-rest03,3210,user_0029,subject_002232,t1_in_task-rest03,False
-Litw1EwnORdc6S4lt_C,1,subject_003429_t1_in_task-rest02,4578,user_0029,subject_003429,t1_in_task-rest02,False
-Litw2MSKRWI81PVS2e-,1,gold_subject_001084_tfMRI_nBack1_in_t1_copy1,4470,user_0029,subject_001084,tfMRI_nBack1_in_t1,True
-Litw35C3OGjhdK1uUbK,1,subject_003428_t1_in_task-rest03,2879,user_0029,subject_003428,t1_in_task-rest03,False
-Litw4epShHdzZA63hrE,1,subject_003374_t1_in_task-nback02,6326,user_0029,subject_003374,t1_in_task-nback02,False
-Litw5eRk6UIPJdSbyLh,1,subject_001982_t1_in_task-MID01,3970,user_0029,subject_001982,t1_in_task-MID01,False
-Litw6RRnU7OzTQ9bURo,1,subject_002426_task-rest02_in_t1,3084,user_0029,subject_002426,task-rest02_in_t1,False
-Litw7BKCmeNlBvQbTAF,1,gold_subject_002729_rfMRI_REST3_in_t1_copy1,2951,user_0029,subject_002729,rfMRI_REST3_in_t1,True
-Litw88CArJRv4rq_oU4,1,subject_000568_task-MID02_in_t1,3783,user_0029,subject_000568,task-MID02_in_t1,False
-Litw9dIHRPu36Ctqfbq,1,gold_subject_000061_tfMRI_SST1_in_t1_copy3,6031,user_0029,subject_000061,tfMRI_SST1_in_t1,True
-LitwAWgnLwrv9MArUCO,1,subject_000207_t1_in_task-rest02,3507,user_0029,subject_000207,t1_in_task-rest02,False
-LitwDnCIZOyoJLmBd2t,0,subject_002038_t1_in_task-SST02,13292,user_0029,subject_002038,t1_in_task-SST02,False
-LitwWCL-bhZi_jc8SGt,0,gold_subject_000828_tfMRI_nBack2_in_t1_copy4,75289,user_0029,subject_000828,tfMRI_nBack2_in_t1,True
-LitwXOMwRZ9djnZA6pJ,1,gold_subject_001099_rfMRI_REST1_in_t1_copy1,4762,user_0029,subject_001099,rfMRI_REST1_in_t1,True
-LitwYLKsVn5_sJ_NOL0,0,gold_subject_002807_tfMRI_nBack1_in_t1_copy4,3786,user_0029,subject_002807,tfMRI_nBack1_in_t1,True
-LitwZJR1pEzOQPpSd4o,1,gold_subject_000178_tfMRI_MID1_in_t1_copy4,3873,user_0029,subject_000178,tfMRI_MID1_in_t1,True
-Litw_HF7hFjwk8wFAWa,1,subject_001030_t1_in_task-MID02,3850,user_0029,subject_001030,t1_in_task-MID02,False
-LitwaA4sA1Q33gsdFjf,1,subject_001092_t1_in_task-MID01,3533,user_0029,subject_001092,t1_in_task-MID01,False
-Litwasp6E3IPeVXfr3m,1,subject_000499_t1_in_task-SST01,2819,user_0029,subject_000499,t1_in_task-SST01,False
-Litwbax4rFnGszwuvbF,1,subject_000615_t1_in_task-SST01,2837,user_0029,subject_000615,t1_in_task-SST01,False
-LitwcvSYRea-1Xs9ZN9,1,subject_001888_t1_in_task-nback01,5291,user_0029,subject_001888,t1_in_task-nback01,False
-LitwdgKgbTOIEMJJZnl,1,subject_003852_t1_in_task-rest02,3012,user_0029,subject_003852,t1_in_task-rest02,False
-LitweaCjBhXAAS15pG9,1,subject_001900_task-SST01_in_t1,3585,user_0029,subject_001900,task-SST01_in_t1,False
-LitwfE_YndEuBWJ_fzv,1,subject_000366_task-SST02_in_t1,2527,user_0029,subject_000366,task-SST02_in_t1,False
-Litwg2h4EIj0sP-dHgV,1,subject_001319_task-MID01_in_t1,3219,user_0029,subject_001319,task-MID01_in_t1,False
-LitwgtK89Tx-fUGMcUy,1,subject_002852_t1_in_task-rest02,3311,user_0029,subject_002852,t1_in_task-rest02,False
-Litwh_gTSwumP7PfKCo,1,subject_003536_t1_in_task-rest01,2721,user_0029,subject_003536,t1_in_task-rest01,False
-LitwiRKYOMD6zW1ZNeK,1,subject_001476_task-rest03_in_t1,3378,user_0029,subject_001476,task-rest03_in_t1,False
-LitwjDxi1_zClq56ZPK,1,subject_000049_t1_in_task-nback01,3137,user_0029,subject_000049,t1_in_task-nback01,False
-LitwjxKCbI2CvWdHkJX,1,subject_002415_t1_in_task-MID02,2856,user_0029,subject_002415,t1_in_task-MID02,False
-LitwkiQhNT2bpzJtRIl,0,gold_subject_000396_rfMRI_REST1_in_t1_copy3,3027,user_0029,subject_000396,rfMRI_REST1_in_t1,True
-LitwllAfjJaIBCTjalE,1,subject_001933_task-SST01_in_t1,4168,user_0029,subject_001933,task-SST01_in_t1,False
-LitwmgyNVhmvogr-E2D,1,subject_001876_t1_in_task-MID02,3723,user_0029,subject_001876,t1_in_task-MID02,False
-LitwndhdLqoa9E-zecd,1,subject_000936_task-nback01_in_t1,3784,user_0029,subject_000936,task-nback01_in_t1,False
-LitwoM_Zx1ozJGdXKYp,1,gold_subject_000327_t1_in_rfMRI_REST1_copy3,2824,user_0029,subject_000327,t1_in_rfMRI_REST1,True
-Litwp9xMGP1n4DUxDVW,1,subject_002156_t1_in_task-nback02,3170,user_0029,subject_002156,t1_in_task-nback02,False
-LitwpuS2pvC-1MKVAMZ,1,subject_003392_task-nback01_in_t1,2925,user_0029,subject_003392,task-nback01_in_t1,False
-LitwqXo-8St45JJMGpq,1,subject_003334_task-nback02_in_t1,2470,user_0029,subject_003334,task-nback02_in_t1,False
-LitwrIFlJ_bn32eCQV_,0,gold_subject_002290_t1_in_tfMRI_nBack1_copy2,2984,user_0029,subject_002290,t1_in_tfMRI_nBack1,True
-Litwrzadz4wiMo5utUC,1,subject_002170_t1_in_task-rest03,2736,user_0029,subject_002170,t1_in_task-rest03,False
-LitwsfwyNA0iQ_SJyNV,1,gold_subject_000662_tfMRI_nBack1_in_t1_copy3,2736,user_0029,subject_000662,tfMRI_nBack1_in_t1,True
-Litwt__4NNwqyrQt1fy,1,subject_000991_task-nback01_in_t1,3573,user_0029,subject_000991,task-nback01_in_t1,False
-LitwuLpT8eAb-OGzlgB,1,subject_001150_t1_in_task-MID01,3050,user_0029,subject_001150,t1_in_task-MID01,False
-LitxV52wBDXE_m7es9C,1,subject_000809_t1_in_task-SST02,131934,user_0029,subject_000809,t1_in_task-SST02,False
-LitxVtSsxn9mO2qx-xc,1,subject_001344_task-MID01_in_t1,3168,user_0029,subject_001344,task-MID01_in_t1,False
-LitxWb48zPlJnyNRFeK,1,gold_subject_002374_t1_in_tfMRI_SST1_copy2,2787,user_0029,subject_002374,t1_in_tfMRI_SST1,True
-LitxXnLwOuiFbEPt2R2,1,subject_001599_t1_in_task-SST01,4756,user_0029,subject_001599,t1_in_task-SST01,False
-Litx_Kml0mjw33bG_aX,0,gold_subject_000606_tfMRI_SST1_in_t1_copy3,10284,user_0029,subject_000606,tfMRI_SST1_in_t1,True
-LitxbAdV-bxDrK-gBA5,0,subject_002011_t1_in_task-MID01,7430,user_0029,subject_002011,t1_in_task-MID01,False
-Litxc1K7x77rK8pqPe7,0,gold_subject_000765_rfMRI_REST1_in_t1_copy3,3346,user_0029,subject_000765,rfMRI_REST1_in_t1,True
-LitxdRBqxhbFO5B5vCI,1,gold_subject_000069_t1_in_tfMRI_MID1_copy4,5626,user_0029,subject_000069,t1_in_tfMRI_MID1,True
-Litxg2i6nLuszXSr9qe,0,gold_subject_000493_t1_in_tfMRI_nBack2_copy3,10603,user_0029,subject_000493,t1_in_tfMRI_nBack2,True
-LitxhMa_MJjGyE80EWx,1,subject_003152_t1_in_task-nback01,5254,user_0029,subject_003152,t1_in_task-nback01,False
-LitxiGKnW__q0YyJOZA,1,subject_001382_task-rest01_in_t1,3585,user_0029,subject_001382,task-rest01_in_t1,False
-Litxj7SeDkir_QuD0R7,1,subject_001591_task-rest04_in_t1,3403,user_0029,subject_001591,task-rest04_in_t1,False
-Litxk-b5NipSaXLEPsA,1,subject_001789_task-rest01_in_t1,3467,user_0029,subject_001789,task-rest01_in_t1,False
-LitxkxSU4tHa1QIcnbm,1,subject_003467_task-rest03_in_t1,3745,user_0029,subject_003467,task-rest03_in_t1,False
-LitxlmDPtUk-5eS1mVU,1,gold_subject_000096_tfMRI_nBack1_in_t1_copy1,3251,user_0029,subject_000096,tfMRI_nBack1_in_t1,True
-LitxmRarzVHGi7-AItq,1,gold_subject_000951_tfMRI_SST1_in_t1_copy4,2586,user_0029,subject_000951,tfMRI_SST1_in_t1,True
-LitxnCSRgKtxzT2BJyp,1,subject_000778_task-MID02_in_t1,3005,user_0029,subject_000778,task-MID02_in_t1,False
-LitxoCqhagIsIQcWKVC,1,subject_002235_t1_in_task-MID02,3995,user_0029,subject_002235,t1_in_task-MID02,False
-LitxouxbF10Xnw-FAJg,1,subject_003394_task-rest01_in_t1,2765,user_0029,subject_003394,task-rest01_in_t1,False
-LitxpaabWF1Xz-9ojRR,1,subject_002512_task-nback01_in_t1,2683,user_0029,subject_002512,task-nback01_in_t1,False
-LitxsWpV65ddsOPUUTx,1,subject_000882_t1_in_task-rest01,11871,user_0029,subject_000882,t1_in_task-rest01,False
-LitxtKa77taxHCwia37,1,gold_subject_000880_tfMRI_SST1_in_t1_copy3,3199,user_0029,subject_000880,tfMRI_SST1_in_t1,True
-LitxuNpOz3VOZ4tP6qL,1,subject_001510_task-rest02_in_t1,4181,user_0029,subject_001510,task-rest02_in_t1,False
-Litxyey6UNzPk-0Ul80,1,subject_002464_t1_in_task-SST01,17408,user_0029,subject_002464,t1_in_task-SST01,False
-LitxzX70ERJC36dVKj1,0,gold_subject_002672_tfMRI_SST1_in_t1_copy2,3414,user_0029,subject_002672,tfMRI_SST1_in_t1,True
-Lity-N8fByBYZogniLZ,1,subject_000275_t1_in_task-rest01,3347,user_0029,subject_000275,t1_in_task-rest01,False
-Lity0ASv0CJis2n51sH,1,subject_001732_task-rest02_in_t1,3159,user_0029,subject_001732,task-rest02_in_t1,False
-Lity16OuKI3ry_Xr1Tk,1,subject_002642_task-nback02_in_t1,3724,user_0029,subject_002642,task-nback02_in_t1,False
-Lity7Txv2mPGZwwRCGu,1,subject_002242_task-rest02_in_t1,3534,user_0029,subject_002242,task-rest02_in_t1,False
-LityBs5t1uglJ6ZjGUe,0,subject_001607_t1_in_task-SST01,17897,user_0029,subject_001607,t1_in_task-SST01,False
-LityCtUphJ9Q_vqjcbC,1,subject_000648_task-rest02_in_t1,4077,user_0029,subject_000648,task-rest02_in_t1,False
-LityDdTvo8bJ6x03YNV,1,subject_001061_task-rest01_in_t1,2960,user_0029,subject_001061,task-rest01_in_t1,False
-LityEHySOEpnIrBZRVo,1,subject_003618_t1_in_task-rest03,2546,user_0029,subject_003618,t1_in_task-rest03,False
-LityKRsnR-L-S_Ob6hg,1,subject_000790_task-rest04_in_t1,2967,user_0029,subject_000790,task-rest04_in_t1,False
-LityL7yXpMrmtm5cYM1,1,subject_002973_task-rest01_in_t1,2699,user_0029,subject_002973,task-rest01_in_t1,False
-LityLrLkLcA-UfNEyEV,1,subject_003092_t1_in_task-rest01,2847,user_0029,subject_003092,t1_in_task-rest01,False
-LityMS4ZsC37T1MD3lx,1,subject_002654_t1_in_task-MID02,2281,user_0029,subject_002654,t1_in_task-MID02,False
-LityN7yDFDJQ_dEFKAk,1,subject_001761_t1_in_task-MID01,2673,user_0029,subject_001761,t1_in_task-MID01,False
-LityNliPg7Saz4sSUeQ,1,gold_subject_000995_rfMRI_REST1_in_t1_copy1,2477,user_0029,subject_000995,rfMRI_REST1_in_t1,True
-LityOSiy0_cJsSBpIx6,1,subject_000346_task-rest02_in_t1,2682,user_0029,subject_000346,task-rest02_in_t1,False
-LityPjscU0p4mzh2f7G,0,gold_subject_000386_tfMRI_SST2_in_t1_copy4,5124,user_0029,subject_000386,tfMRI_SST2_in_t1,True
-LityQhypVz0UAsKVCcI,1,subject_000001_task-rest03_in_t1,3860,user_0029,subject_000001,task-rest03_in_t1,False
-LityRYUF8NkTTQ0V_nW,1,subject_003875_task-rest03_in_t1,3311,user_0029,subject_003875,task-rest03_in_t1,False
-LitySU_W4EmyCRQcfyh,1,gold_subject_000277_t1_in_rfMRI_REST2_copy4,3736,user_0029,subject_000277,t1_in_rfMRI_REST2,True
-LityTFhbBhnqkvDvA5H,1,subject_001256_task-nback01_in_t1,3033,user_0029,subject_001256,task-nback01_in_t1,False
-LityU47QXho5NzTzk1m,1,subject_002689_t1_in_task-MID02,3240,user_0029,subject_002689,t1_in_task-MID02,False
-LityUnLqJpALeSR8hFv,1,subject_003897_t1_in_task-MID01,2828,user_0029,subject_003897,t1_in_task-MID01,False
-LityVTx5VDAaLPEsFg_,1,subject_002985_task-SST01_in_t1,2664,user_0029,subject_002985,task-SST01_in_t1,False
-LityWJjzdAlw0qvFwVd,0,gold_subject_001031_t1_in_rfMRI_REST3_copy3,3314,user_0029,subject_001031,t1_in_rfMRI_REST3,True
-LityXE1KUUtAZBxc1xR,1,subject_000234_task-SST02_in_t1,3615,user_0029,subject_000234,task-SST02_in_t1,False
-LityXxaqrsqo7U1IjGZ,1,subject_000793_task-nback02_in_t1,2855,user_0029,subject_000793,task-nback02_in_t1,False
-LityYaznmc-yJHxkUEW,1,gold_subject_001980_rfMRI_REST1_in_t1_copy2,2518,user_0029,subject_001980,rfMRI_REST1_in_t1,True
-LityZOaEjk5hQadeXIU,1,subject_002054_task-nback02_in_t1,3110,user_0029,subject_002054,task-nback02_in_t1,False
-LityaMEtaD_xpYspF6o,1,gold_subject_000033_t1_in_tfMRI_nBack2_copy3,7914,user_0029,subject_000033,t1_in_tfMRI_nBack2,True
-LitybS4uAbQ2RxsL-qc,1,gold_subject_001361_t1_in_rfMRI_REST2_copy4,4269,user_0029,subject_001361,t1_in_rfMRI_REST2,True
-LitycOukKZk-ILKO42r,1,subject_002269_t1_in_task-MID01,3768,user_0029,subject_002269,t1_in_task-MID01,False
-LitydOaF5eTw7i56Kza,1,gold_subject_002439_t1_in_rfMRI_REST3_copy4,3945,user_0029,subject_002439,t1_in_rfMRI_REST3,True
-Lityk5Nw_ceN1LVHHY0,1,subject_000750_task-SST02_in_t1,27313,user_0029,subject_000750,task-SST02_in_t1,False
-Lityl2LNZAhloHJwAuf,1,subject_001538_t1_in_task-nback01,3788,user_0029,subject_001538,t1_in_task-nback01,False
-LitylpagdOfKLBpLrBM,1,subject_001735_t1_in_task-rest04,3090,user_0029,subject_001735,t1_in_task-rest04,False
-Litymfj2kFwJNaHL8AJ,1,subject_002109_t1_in_task-SST01,3334,user_0029,subject_002109,t1_in_task-SST01,False
-LitynH6E9Tsu2a1ljhN,1,subject_002899_task-nback02_in_t1,2326,user_0029,subject_002899,task-nback02_in_t1,False
-LitynzTScgNFR5lA5iQ,1,gold_subject_000606_t1_in_rfMRI_REST4_copy1,2777,user_0029,subject_000606,t1_in_rfMRI_REST4,True
-Lityv_T_r5Q0li9Prwc,1,subject_001129_t1_in_task-MID02,8069,user_0029,subject_001129,t1_in_task-MID02,False
-LitywqiccuO8P0uQ7X8,1,subject_002070_t1_in_task-SST01,5072,user_0029,subject_002070,t1_in_task-SST01,False
-Lityx_aRqAnSKTcPI74,1,subject_000955_t1_in_task-SST01,2862,user_0029,subject_000955,t1_in_task-SST01,False
-LityyObYdzgqrVtCGL-,1,subject_002609_t1_in_task-rest03,3196,user_0029,subject_002609,t1_in_task-rest03,False
-LityzMrp1pBi5ac12mb,1,subject_002656_t1_in_task-rest02,3846,user_0029,subject_002656,t1_in_task-rest02,False
-Litz1H6E5F0hInNUMue,0,subject_003111_task-MID01_in_t1,11801,user_0029,subject_003111,task-MID01_in_t1,False
-Litz2UGnWFdWjKey7qZ,1,subject_003514_task-nback01_in_t1,4811,user_0029,subject_003514,task-nback01_in_t1,False
-Litz3TykiUkkgg8NArI,1,subject_000569_task-rest01_in_t1,3958,user_0029,subject_000569,task-rest01_in_t1,False
-Litz4EEtgKwvzMez3mJ,1,subject_000800_t1_in_task-MID02,2970,user_0029,subject_000800,t1_in_task-MID02,False
-Litz5fSjDph3qFt3rrk,1,subject_000015_t1_in_task-rest04,5782,user_0029,subject_000015,t1_in_task-rest04,False
-Litz6_ysgrKmjIV8x6a,1,gold_subject_003078_t1_in_rfMRI_REST4_copy2,3610,user_0029,subject_003078,t1_in_rfMRI_REST4,True
-Litz7PDBScinifFoe_w,1,subject_002203_task-MID01_in_t1,3211,user_0029,subject_002203,task-MID01_in_t1,False
-Litz8PbH1jgh83gBwcQ,1,subject_004039_task-rest01_in_t1,3969,user_0029,subject_004039,task-rest01_in_t1,False
-Litz9AUr4BUqNSEgApW,1,subject_002965_task-MID02_in_t1,2992,user_0029,subject_002965,task-MID02_in_t1,False
-Litz9nyEsYyVAro4iW7,1,gold_subject_001044_tfMRI_SST2_in_t1_copy4,2453,user_0029,subject_001044,tfMRI_SST2_in_t1,True
-LitzD7gm2irGJojsRS-,1,subject_002135_t1_in_task-rest04,13475,user_0029,subject_002135,t1_in_task-rest04,False
-LitzE9JE0L3SkmFn1El,1,subject_002014_t1_in_task-rest03,4082,user_0029,subject_002014,t1_in_task-rest03,False
-LitzFBbsJTlzHMfF4RY,1,subject_000888_task-nback01_in_t1,4124,user_0029,subject_000888,task-nback01_in_t1,False
-LitzIRMP_lcafTZHagF,1,gold_subject_000173_t1_in_tfMRI_MID2_copy3,13164,user_0029,subject_000173,t1_in_tfMRI_MID2,True
-LitzJcTh1cc9QQeErhV,1,gold_subject_000699_rfMRI_REST2_in_t1_copy1,4752,user_0029,subject_000699,rfMRI_REST2_in_t1,True
-LitzKUUvi5fj5BZblQy,1,subject_000475_task-SST01_in_t1,3388,user_0029,subject_000475,task-SST01_in_t1,False
-LitzLMzthO5Co-3Ol0X,1,subject_001776_task-rest04_in_t1,3479,user_0029,subject_001776,task-rest04_in_t1,False
-LitzM7zBfiXXmGpoUNK,1,gold_subject_001458_rfMRI_REST2_in_t1_copy3,3003,user_0029,subject_001458,rfMRI_REST2_in_t1,True
-LitzNh7niBON_qlg69Q,0,subject_002602_t1_in_task-MID01,6266,user_0029,subject_002602,t1_in_task-MID01,False
-LitzOUtX4Pzy4cOowg2,1,subject_000492_t1_in_task-rest04,3122,user_0029,subject_000492,t1_in_task-rest04,False
-LitzPM7i8Cb_hgSIzBr,1,subject_001460_task-rest02_in_t1,3417,user_0029,subject_001460,task-rest02_in_t1,False
-LitzQrzIhR4fDzIvxzF,1,subject_000939_task-MID01_in_t1,6076,user_0029,subject_000939,task-MID01_in_t1,False
-LitzSq-E2wKupcBgLMe,1,gold_subject_001081_t1_in_rfMRI_REST2_copy2,7932,user_0029,subject_001081,t1_in_rfMRI_REST2,True
-LitzThk695yF7ZDjvXj,1,gold_subject_001371_t1_in_rfMRI_REST2_copy1,3440,user_0029,subject_001371,t1_in_rfMRI_REST2,True
-LitzUSjvoHm_nDiK0k0,1,subject_003364_task-rest01_in_t1,2937,user_0029,subject_003364,task-rest01_in_t1,False
-LitzVETcLecA4jdlCjg,1,subject_003799_task-rest02_in_t1,3047,user_0029,subject_003799,task-rest02_in_t1,False
-LitzWCbSyCwkadB0XOd,1,subject_001753_task-rest03_in_t1,3842,user_0029,subject_001753,task-rest03_in_t1,False
-LitzXDLa-4WPZo4BvT0,1,subject_003287_task-MID02_in_t1,4008,user_0029,subject_003287,task-MID02_in_t1,False
-LitzZztFf2QSfmsNihP,0,subject_002198_task-nback02_in_t1,11227,user_0029,subject_002198,task-nback02_in_t1,False
-Litza-9Db-8Mcmav6hT,1,subject_000469_t1_in_task-rest01,3995,user_0029,subject_000469,t1_in_task-rest01,False
-LitzasEAQwsU-vd1MX6,1,subject_002355_t1_in_task-SST02,3456,user_0029,subject_002355,t1_in_task-SST02,False
-LitzbkLhcJBiuVoy_Zi,1,subject_003094_t1_in_task-SST01,3455,user_0029,subject_003094,t1_in_task-SST01,False
-LitzcnK1VaUq1heS3jJ,1,gold_subject_000020_rfMRI_REST2_in_t1_copy1,4153,user_0029,subject_000020,rfMRI_REST2_in_t1,True
-LitzdfPxe8L8_lR_g7o,1,subject_003387_task-rest01_in_t1,3469,user_0029,subject_003387,task-rest01_in_t1,False
-LitzejV8FoiOlCBmBtB,1,subject_000655_task-rest02_in_t1,4225,user_0029,subject_000655,task-rest02_in_t1,False
-Litzfb5cxOHPOM5C2jh,1,subject_002482_task-nback01_in_t1,3422,user_0029,subject_002482,task-nback01_in_t1,False
-Litzga6r04CApwq7cRe,1,subject_000064_t1_in_task-rest02,3900,user_0029,subject_000064,t1_in_task-rest02,False
-LitzhOcv2eNUolzIK8s,1,subject_001416_t1_in_task-rest04,3160,user_0029,subject_001416,t1_in_task-rest04,False
-LitzivFmLHnszVohNJi,1,gold_subject_000178_t1_in_tfMRI_MID2_copy4,6115,user_0029,subject_000178,t1_in_tfMRI_MID2,True
-LitzkQEtkLSetSsMT6a,1,subject_000219_t1_in_task-SST01,5951,user_0029,subject_000219,t1_in_task-SST01,False
-LitzlNyDjDgeUKY6zAm,1,subject_000204_task-SST01_in_t1,3833,user_0029,subject_000204,task-SST01_in_t1,False
-LitzmArToYQUrA70BIA,1,subject_000842_t1_in_task-rest02,3124,user_0029,subject_000842,t1_in_task-rest02,False
-LitzmsrirT9OTdVQ4md,1,subject_001429_task-rest01_in_t1,2747,user_0029,subject_001429,task-rest01_in_t1,False
-LitznfETaoPu5zQ0AYC,1,subject_001203_task-rest01_in_t1,3090,user_0029,subject_001203,task-rest01_in_t1,False
-LitzoRyqXsCvW8womVJ,1,gold_subject_002148_tfMRI_MID2_in_t1_copy3,3044,user_0029,subject_002148,tfMRI_MID2_in_t1,True
-Litzq9ssTWht7BJTOU1,0,subject_003065_task-MID02_in_t1,6900,user_0029,subject_003065,task-MID02_in_t1,False
